id,street,street_number,city,zip_code,country,phone_number,email_address,address_type,company_id,version,created,last_modified,is_deleted
e2135655-e306-49d9-8651-61ded9eeeb14,Hackett Springs,56,New Ian,28270,Nepal,303-923-1858,jacobi_hodkiewicz_and_nitzsche@example.com,main,3a04bbc8-8527-4609-a8fe-66db91583f66,0,2025-05-10 14:16:55.151,2025-05-10 14:16:55.151,FALSE
df888a52-4378-4df9-9a5f-b991d036757c,Kemmer Rest,255,West Roseann,83286-0920,Myanmar,559-735-4443,jacobi_hodkiewicz_and_nitzsche@example.com,main,3a04bbc8-8527-4609-a8fe-66db91583f66,0,2025-05-10 14:16:55.154,2025-05-10 14:16:55.154,FALSE
f52a4d67-51f6-4be9-9308-37330ee191b5,Isaias Light,638,Rossborough,17022-2543,Gambia,831.460.4556,kuvalis_rath_and_mayert@example.com,main,799f67e8-3d67-40f0-827a-4721c5c9634a,0,2025-05-10 14:16:55.158,2025-05-10 14:16:55.158,FALSE
2233834d-938a-477e-93e9-cf9addf51e2b,Reynolds Station,462,East Asleyfort,92250,Iceland,1-952-717-1943,kuvalis_rath_and_mayert@example.com,main,799f67e8-3d67-40f0-827a-4721c5c9634a,0,2025-05-10 14:16:55.161,2025-05-10 14:16:55.161,FALSE
7fa05788-87f5-4728-aebb-12538b079752,Wilderman Viaduct,173,Lizabethfurt,45046,Republic of Korea,(561) 074-5982,hilpert_lowe_and_mosciski@example.com,main,3d9c7162-0095-4be9-b317-9d5284b323f7,0,2025-05-10 14:16:55.164,2025-05-10 14:16:55.164,FALSE
c4f3bc6f-a824-4e01-8422-c7480916c4fd,Claude Keys,471,Martymouth,41660-1038,Nigeria,(872) 826-7114,hilpert_lowe_and_mosciski@example.com,main,3d9c7162-0095-4be9-b317-9d5284b323f7,0,2025-05-10 14:16:55.167,2025-05-10 14:16:55.167,FALSE
9e11a4d4-2e6b-4e1f-82a8-d970f7734b61,Klocko Port,293,Mervinmouth,05886-2392,Madagascar,355.481.1497,purdy_kreiger@example.com,main,d64b617f-913c-4dc8-9730-0a6594f0750e,0,2025-05-10 14:16:55.169,2025-05-10 14:16:55.169,FALSE
16881781-3d51-405b-8406-f4be3ff7cfff,Tamie Passage,662,North Pasqualeberg,19106,Sri Lanka,1-101-661-6690,purdy_kreiger@example.com,main,d64b617f-913c-4dc8-9730-0a6594f0750e,0,2025-05-10 14:16:55.172,2025-05-10 14:16:55.172,FALSE
a3ee33b3-17d3-4ff9-8059-950457d9858e,Brown Pass,736,Port Hollischester,54447,Uganda,913-808-8615,abernathy_llc@example.com,main,ac1da9e4-7e4b-42ab-b9a5-b87cc4f30c2c,0,2025-05-10 14:16:55.175,2025-05-10 14:16:55.175,FALSE
e22c13bc-4ea3-4f85-8421-a7a5d29748b5,Zemlak Rapid,726,Marineshire,6290,Uganda,(564) 640-1339,abernathy_llc@example.com,main,ac1da9e4-7e4b-42ab-b9a5-b87cc4f30c2c,0,2025-05-10 14:16:55.177,2025-05-10 14:16:55.177,FALSE
e25f450c-0df1-43e4-b598-33121f5c428e,Darcy Turnpike,899,Odellhaven,41804,Western Sahara,(728) 689-4123,schiller_llc@example.com,main,0a0bf8cc-7343-4633-8f32-ab147d875cf4,0,2025-05-10 14:16:55.179,2025-05-10 14:16:55.179,FALSE
ddef35ef-be45-4d8c-b870-dbd3d6c30979,Mindy Hills,795,Lonnietown,73398,Chile,(010) 263-3323,schiller_llc@example.com,main,0a0bf8cc-7343-4633-8f32-ab147d875cf4,0,2025-05-10 14:16:55.182,2025-05-10 14:16:55.182,FALSE
373c09cd-9f46-4607-af6a-09835414a7f3,Greg Crossroad,581,North Elmirafort,43116,Montenegro,302.649.8375,abshire_o'conner@example.com,main,20cf9bea-8837-4ce6-94a3-44353caf9d4a,0,2025-05-10 14:16:55.185,2025-05-10 14:16:55.185,FALSE
f394ed3f-6232-46aa-812e-ec367b54c760,Duane Pass,719,O'Connellstad,69389-4628,Macao,478.137.0954,abshire_o'conner@example.com,main,20cf9bea-8837-4ce6-94a3-44353caf9d4a,0,2025-05-10 14:16:55.187,2025-05-10 14:16:55.187,FALSE
c927e315-4c19-48db-b91c-4dcb02cf61da,Sherrill Estate,105,Jaimeton,13125,United Arab Emirates,510.754.1022,boyle_and_sons@example.com,main,64452d14-0b6b-460a-b0e3-d7b8bcf86312,0,2025-05-10 14:16:55.190,2025-05-10 14:16:55.190,FALSE
2dfa216e-e422-46d0-a904-351b65bc3c40,Bergnaum Ridges,341,New Yvonneshire,08791-4073,French Guiana,1-043-664-9698,boyle_and_sons@example.com,main,64452d14-0b6b-460a-b0e3-d7b8bcf86312,0,2025-05-10 14:16:55.192,2025-05-10 14:16:55.192,FALSE
1995e4a0-809c-4d23-afd8-517f38ed20f2,Wisoky Locks,342,North Thi,47986-4431,Jersey,899-580-4149,rau_legros@example.com,main,b4b334ab-3a74-41a7-8ed4-92af77ea648d,0,2025-05-10 14:16:55.195,2025-05-10 14:16:55.195,FALSE
694aaece-7087-43f8-8540-b2da2ec29901,Davis Ville,397,Merrieside,95607,"Virgin Islands, U.S.",905-582-8993,rau_legros@example.com,main,b4b334ab-3a74-41a7-8ed4-92af77ea648d,0,2025-05-10 14:16:55.200,2025-05-10 14:16:55.200,FALSE
f1252401-f91b-4e4b-8877-a94b2e0c7697,Reichert Tunnel,476,Elijahchester,56397,Sierra Leone,(700) 949-7870,wolff_effertz@example.com,main,ff856774-0ccf-429b-8232-dfd84c0f6401,0,2025-05-10 14:16:55.203,2025-05-10 14:16:55.203,FALSE
998e5344-39d2-4150-80a1-080100f48b96,Zella Crest,81,Rueckertown,02241-5136,South Georgia and the South Sandwich Islands,(900) 641-6446,wolff_effertz@example.com,main,ff856774-0ccf-429b-8232-dfd84c0f6401,0,2025-05-10 14:16:55.205,2025-05-10 14:16:55.205,FALSE
8b7fcb30-cb28-4564-90fb-dc12390bc83d,Richelle Causeway,112,East Fritzborough,11127,Central African Republic,878-722-0771,kutch_group@example.com,main,66dac129-f388-4262-822d-c5a35d129154,0,2025-05-10 14:16:55.208,2025-05-10 14:16:55.208,FALSE
39280c95-ab67-4d0b-8009-e7fe11fb2b6b,Ledner Mount,348,New Joey,1303,Gabon,1-398-350-1334,kutch_group@example.com,main,66dac129-f388-4262-822d-c5a35d129154,0,2025-05-10 14:16:55.211,2025-05-10 14:16:55.211,FALSE
891fda00-2ae5-4f61-956e-1e97d0a21818,Meaghan Brook,630,Port Alona,17373-8900,Armenia,1-875-990-1750,brakus_and_sons@example.com,main,a08ac822-9a5b-4b8e-bcbb-1603f0cdb729,0,2025-05-10 14:16:55.213,2025-05-10 14:16:55.213,FALSE
8f813520-76f9-4a60-b448-dacb45ccf917,Stark Fields,632,Kalistad,90803,Kuwait,(669) 529-6729,brakus_and_sons@example.com,main,a08ac822-9a5b-4b8e-bcbb-1603f0cdb729,0,2025-05-10 14:16:55.216,2025-05-10 14:16:55.216,FALSE
beab821b-75dd-4e8d-84bc-a084e690f2d3,Willian Cape,330,Laraville,25227-3050,Guatemala,283.590.4535,deckow_runolfsdottir@example.com,main,4c7a2cc5-1e03-4337-8901-93c0b46585af,0,2025-05-10 14:16:55.220,2025-05-10 14:16:55.220,FALSE
e0acb885-9c9c-45f3-9724-a7e6d314bdfd,Anderson Plaza,503,New Jacquesland,6885,Antigua and Barbuda,1-370-369-0470,deckow_runolfsdottir@example.com,main,4c7a2cc5-1e03-4337-8901-93c0b46585af,0,2025-05-10 14:16:55.223,2025-05-10 14:16:55.223,FALSE
5f357414-74e5-4331-985a-2868e686d299,Scottie Islands,113,Davisport,40156-7188,Montserrat,565.876.5474,pouros_zemlak@example.com,main,3a849f1f-9394-4cdf-b654-3e9bdac5817e,0,2025-05-10 14:16:55.226,2025-05-10 14:16:55.226,FALSE
21a62250-f30c-49c9-bf09-4258506a1795,Sporer Parks,806,New Lurline,46677,Spain,1-302-953-8434,pouros_zemlak@example.com,main,3a849f1f-9394-4cdf-b654-3e9bdac5817e,0,2025-05-10 14:16:55.228,2025-05-10 14:16:55.228,FALSE
694e43f7-2b34-4226-af8e-3de38c0ba67e,Rosenbaum Causeway,56,Port Mickey,98427-5997,Burkina Faso,380-457-7679,kshlerin_and_sons@example.com,main,78d3f0da-e4b5-4885-8c2a-24b1f85afe44,0,2025-05-10 14:16:55.231,2025-05-10 14:16:55.231,FALSE
4a5775f9-a95b-4e97-99a0-ff41af03d3d2,Denesik Roads,539,Feilside,91146-7967,Slovakia (Slovak Republic),1-372-599-9792,kshlerin_and_sons@example.com,main,78d3f0da-e4b5-4885-8c2a-24b1f85afe44,0,2025-05-10 14:16:55.234,2025-05-10 14:16:55.234,FALSE
55e01c96-8fbc-48f7-8b67-d2fb321ba70a,Anjanette Springs,842,West Gailberg,46572-1244,Gabon,797.430.7282,lesch_group@example.com,main,970bd741-66ca-4fce-ba3a-0e8801f227ee,0,2025-05-10 14:16:55.237,2025-05-10 14:16:55.237,FALSE
c0bc3f1f-54e3-47db-b5fa-bb999f889513,Runte Hollow,589,East Leisaside,14864,Holy See (Vatican City State),(734) 469-8478,lesch_group@example.com,main,970bd741-66ca-4fce-ba3a-0e8801f227ee,0,2025-05-10 14:16:55.239,2025-05-10 14:16:55.239,FALSE
cf7d2fa5-e2a2-45f7-bb47-95d52af6d0c5,Dario Viaduct,938,Adrianfort,26188,Grenada,1-128-266-4834,doyle_cronin_and_streich@example.com,main,84198896-de25-4d17-b47d-11a0c80fc396,0,2025-05-10 14:16:55.243,2025-05-10 14:16:55.243,FALSE
1a9ca824-40da-4054-8321-d27c63402b8e,Loan Coves,885,Murazikside,41515-3581,Oman,677.380.4069,doyle_cronin_and_streich@example.com,main,84198896-de25-4d17-b47d-11a0c80fc396,0,2025-05-10 14:16:55.247,2025-05-10 14:16:55.247,FALSE
