id,number,title,category_id,deadline,priority_id,additional_details,project_id,project_step_id,version,created,last_modified,is_deleted
5ea747a4-2832-4e6b-826c-54c93746c7b7,2025-T-11,Initial assembly,d493969b-2c73-4e87-9f54-b1655a538288,2025-08-24 00:00:00.000,31259c88-a717-454c-bdd0-1dfa19245b77,null,6e723e03-4a67-475c-b614-d3993947e596,8246881c-bab8-404d-ba67-9f8f40f1a19f,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
a65c61f4-d501-4489-9e34-c8a84d70ec7b,2025-T-12,Ground testing of modules,d493969b-2c73-4e87-9f54-b1655a538288,2025-08-25 00:00:00.000,d5d3b994-fd44-45f3-8637-adfff6834c61,null,6e723e03-4a67-475c-b614-d3993947e596,8246881c-bab8-404d-ba67-9f8f40f1a19f,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
36492412-e5d9-4287-9c37-ec4810df077d,2025-T-13,Combine all modules into one unit,d493969b-2c73-4e87-9f54-b1655a538288,2025-08-26 00:00:00.000,c183e26b-6702-4758-a397-c547cf119cf5,null,6e723e03-4a67-475c-b614-d3993947e596,c8c4c65c-499e-4443-a103-5b4c99b4b1a7,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
688ae12f-a220-4355-8010-6e8cd1a39db6,2025-T-14,Integration testing,d493969b-2c73-4e87-9f54-b1655a538288,2025-08-27 00:00:00.000,3b893ffa-50b0-4c74-b441-c7e31a176c53,null,6e723e03-4a67-475c-b614-d3993947e596,c8c4c65c-499e-4443-a103-5b4c99b4b1a7,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
671f8d4a-5330-4d67-9853-7d57ec1ea17f,2025-T-15,Flight simulations,d493969b-2c73-4e87-9f54-b1655a538288,2025-08-28 00:00:00.000,72811daf-820e-4035-a72f-468116ce3155,null,6e723e03-4a67-475c-b614-d3993947e596,c8c4c65c-499e-4443-a103-5b4c99b4b1a7,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
3773511a-c47d-47d3-81bb-5dbfc07ebf98,2025-T-16,Static fire tests at the test stand,d493969b-2c73-4e87-9f54-b1655a538288,2025-08-29 00:00:00.000,31259c88-a717-454c-bdd0-1dfa19245b77,null,6e723e03-4a67-475c-b614-d3993947e596,736cc0e9-b71f-4913-8974-ec6f0e942ae3,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
57620497-f330-4cc4-9196-3ddaf204b135,2025-T-17,Check emergency systems,d493969b-2c73-4e87-9f54-b1655a538288,2025-08-30 00:00:00.000,d5d3b994-fd44-45f3-8637-adfff6834c61,null,6e723e03-4a67-475c-b614-d3993947e596,736cc0e9-b71f-4913-8974-ec6f0e942ae3,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
6381be81-a521-4d01-ac50-41c63cd35801,2025-T-18,Final adjustments,d493969b-2c73-4e87-9f54-b1655a538288,2025-08-31 00:00:00.000,c183e26b-6702-4758-a397-c547cf119cf5,null,6e723e03-4a67-475c-b614-d3993947e596,736cc0e9-b71f-4913-8974-ec6f0e942ae3,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
6fe31f7d-840f-4767-829e-475f402d16e3,2025-T-19,Countdown and ignition,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-14 00:00:00.000,3b893ffa-50b0-4c74-b441-c7e31a176c53,null,6e723e03-4a67-475c-b614-d3993947e596,1667e2aa-3a36-45b1-947a-bc432c0f111b,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
30a045d7-faeb-481b-94b3-ea4bb22e26da,2025-T-20,Monitor flight parameters,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-15 00:00:00.000,72811daf-820e-4035-a72f-468116ce3155,null,6e723e03-4a67-475c-b614-d3993947e596,1667e2aa-3a36-45b1-947a-bc432c0f111b,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
a5a9295d-9f19-45f2-9b02-54fadf09690a,2025-T-21,Live broadcast for project supporters,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-16 00:00:00.000,31259c88-a717-454c-bdd0-1dfa19245b77,null,6e723e03-4a67-475c-b614-d3993947e596,1667e2aa-3a36-45b1-947a-bc432c0f111b,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
dae11ba9-f9be-40d8-95ee-fd967eefac06,2025-T-22,"Carry out mission objective (e.g., ""cargo delivery"")",d493969b-2c73-4e87-9f54-b1655a538288,2025-09-17 00:00:00.000,d5d3b994-fd44-45f3-8637-adfff6834c61,null,6e723e03-4a67-475c-b614-d3993947e596,22d3d9a7-5e19-4d85-9444-b6ccc2fbef7d,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
52f66d4e-79bf-4e85-93f9-405322fe7a4a,2025-T-23,Monitor rocket systems,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-18 00:00:00.000,c183e26b-6702-4758-a397-c547cf119cf5,null,6e723e03-4a67-475c-b614-d3993947e596,22d3d9a7-5e19-4d85-9444-b6ccc2fbef7d,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
4593d1b7-88bc-4fbf-99dd-94afee57198e,2025-T-24,Prepare for return or deorbiting,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-19 00:00:00.000,3b893ffa-50b0-4c74-b441-c7e31a176c53,null,6e723e03-4a67-475c-b614-d3993947e596,22d3d9a7-5e19-4d85-9444-b6ccc2fbef7d,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
34210a4d-5e76-48c4-8b61-1934ab128aac,2025-T-25,Summarize mission results,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-20 00:00:00.000,72811daf-820e-4035-a72f-468116ce3155,null,6e723e03-4a67-475c-b614-d3993947e596,cd235e39-617d-46d9-8db9-a75ba7cc3314,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
fa7e920a-fa12-4e6e-ab28-615ce6c9d9e5,2025-T-26,Data analysis,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-21 00:00:00.000,31259c88-a717-454c-bdd0-1dfa19245b77,null,6e723e03-4a67-475c-b614-d3993947e596,cd235e39-617d-46d9-8db9-a75ba7cc3314,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
828acb15-8c4a-4593-9ce6-0a62920de2a7,2025-T-27,Final report and documentation archiving,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-22 00:00:00.000,d5d3b994-fd44-45f3-8637-adfff6834c61,null,6e723e03-4a67-475c-b614-d3993947e596,cd235e39-617d-46d9-8db9-a75ba7cc3314,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
13531048-a6c6-492a-a84f-8ec3c955e93d,2025-T-28,ticket to delete,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-22 00:00:00.000,d5d3b994-fd44-45f3-8637-adfff6834c61,null,6e723e03-4a67-475c-b614-d3993947e596,cd235e39-617d-46d9-8db9-a75ba7cc3314,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
52c58580-775a-460e-93bf-10b77f4f0881,2025-T-29,ticket deleted,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-22 00:00:00.000,d5d3b994-fd44-45f3-8637-adfff6834c61,null,6e723e03-4a67-475c-b614-d3993947e596,cd235e39-617d-46d9-8db9-a75ba7cc3314,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,TRUE
bbe1b136-e68b-4ecd-bbb9-979a10ab2ef7,2025-T-30,ticket to update,d493969b-2c73-4e87-9f54-b1655a538288,2025-09-22 00:00:00.000,d5d3b994-fd44-45f3-8637-adfff6834c61,null,6e723e03-4a67-475c-b614-d3993947e596,cd235e39-617d-46d9-8db9-a75ba7cc3314,0,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,FALSE
